ip_str,port,org,os,vulns,location.country_code,tags
51.158.111.19,27017,Scaleway,,"['CVE-2014-8180', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2026-25609', 'CVE-2026-1848', 'CVE-2009-1390', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2026-1849']",FR,['database']
180.178.45.219,27017,Netsec Limited,,"['CVE-2014-8180', 'CVE-2026-1847', 'CVE-2026-25609', 'CVE-2026-25610', 'CVE-2026-25613', 'CVE-2026-1848', 'CVE-2026-1849']",HK,['database']
63.141.255.157,8899,"Nocix, LLC",,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",US,['database']
20.109.14.50,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
14.22.86.4,27017,CHINANET Guangdong province network,,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2019-1563', 'CVE-2023-5678', 'CVE-2019-1547', 'CVE-2024-0727', 'CVE-2019-1549', 'CVE-2022-1292', 'CVE-2023-4807', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2009-3766', 'CVE-2018-0734', 'CVE-2018-0735', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-3446', 'CVE-2019-1551', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2019-1552', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767', 'CVE-2019-1543']",CN,"['database', 'eol-product']"
95.216.1.27,27017,Hetzner Online GmbH,,[],FI,['database']
129.153.33.2,27017,Oracle Corporation,,"['CVE-2025-6709', 'CVE-2025-13644', 'CVE-2025-6712', 'CVE-2025-13643', 'CVE-2025-6710', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2026-1850', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",US,"['database', 'cloud']"
158.252.77.109,27017,Amazon Data Services UAE,,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-10060', 'CVE-2025-10061', 'CVE-2025-15467', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",AE,"['database', 'cloud']"
20.81.186.228,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
204.62.12.63,27017,NatCoWeb Corp.,,"['CVE-2022-0778', 'CVE-2018-5407', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69421', 'CVE-2019-1563', 'CVE-2023-5678', 'CVE-2019-1547', 'CVE-2022-2068', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-1551', 'CVE-2024-0727', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2018-0737', 'CVE-2018-0734', 'CVE-2018-0732', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2020-1968', 'CVE-2018-0739', 'CVE-2019-1552', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2019-1559', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",US,"['database', 'eol-product', 'compromised']"
212.80.219.203,27017,Serverio technologijos MB,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2026-1850', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",NL,['database']
143.198.11.20,27017,"DigitalOcean, LLC",,[],US,"['cloud', 'database']"
45.85.249.205,27017,Contabo GmbH,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2024-7553', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2024-10921', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-3085', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2009-3767', 'CVE-2024-6375']",DE,"['database', 'eol-product', 'compromised']"
20.6.104.194,27017,Microsoft Corporation,,[],SG,"['cloud', 'database']"
156.67.24.34,27017,Contabo GmbH,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",DE,['database']
52.148.114.234,27017,Microsoft Corporation,,"['CVE-2018-20805', 'CVE-2018-20804', 'CVE-2019-20925', 'CVE-2019-2390', 'CVE-2018-25004', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2021-32036', 'CVE-2019-20923', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2019-2386', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2018-20803', 'CVE-2020-7923', 'CVE-2019-2389', 'CVE-2014-8180']",SG,"['database', 'eol-product', 'cloud']"
195.154.100.81,28017,Scaleway,,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-10060', 'CVE-2025-10061', 'CVE-2025-15467', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",FR,['database']
51.75.69.228,27017,OVH GmbH,,[],DE,['database']
103.147.122.153,28017,Renderviet Technology Service Company Limited,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2024-7553', 'CVE-2022-0778', 'CVE-2024-8207', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2024-10921', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-3085', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2009-3767', 'CVE-2024-6375']",VN,"['database', 'eol-product']"
20.81.196.229,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
39.103.184.12,28017,"Aliyun Computing Co., LTD",,"['CVE-2014-8180', 'CVE-2021-32036', 'CVE-2025-14847']",CN,"['database', 'eol-product']"
114.115.130.235,28017,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),,"['CVE-2024-1351', 'CVE-2021-32036', 'CVE-2014-8180', 'CVE-2023-1409', 'CVE-2025-14847', 'CVE-2021-32040']",CN,"['database', 'eol-product']"
20.52.19.16,27017,Microsoft Corporation,,[],DE,"['cloud', 'database']"
37.27.254.124,27017,Hetzner Online GmbH,,"['CVE-2025-13644', 'CVE-2025-6712', 'CVE-2025-13643', 'CVE-2025-6714', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2026-1847', 'CVE-2025-10060', 'CVE-2025-10061', 'CVE-2025-15467', 'CVE-2025-6713', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",FI,['database']
109.199.121.211,27017,Contabo GmbH,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",DE,['database']
64.71.185.36,28017,Hurricane Electric LLC,,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",US,"['database', 'eol-product']"
20.56.23.48,27017,Microsoft Corporation,,[],NL,"['cloud', 'database']"
103.185.85.100,27017,ANNAI TEX MILLS,,"['CVE-2025-12893', 'CVE-2025-13644', 'CVE-2014-8180', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-13643', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-11979', 'CVE-2025-14345', 'CVE-2026-25609', 'CVE-2026-1848', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-13507', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2026-1849']",IN,['database']
141.94.195.98,28017,OVH SAS,,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",FR,"['database', 'eol-product']"
52.247.228.31,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
119.28.56.252,27017,"Tencent cloud computing (Beijing) Co., Ltd.",,"['CVE-2014-8180', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",HK,"['database', 'eol-product']"
206.189.36.163,27017,"DigitalOcean, LLC",,[],SG,"['cloud', 'database']"
74.234.28.0,27017,Microsoft Corporation,,[],IE,"['cloud', 'database']"
182.75.105.186,27017,BHARTI-AIRTEL,,"['CVE-2024-3372', 'CVE-2024-10921', 'CVE-2024-3374', 'CVE-2024-1351', 'CVE-2024-7553', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-3085', 'CVE-2025-3084', 'CVE-2025-6707', 'CVE-2014-8180', 'CVE-2023-1409', 'CVE-2025-14847', 'CVE-2024-6375']",IN,"['database', 'eol-product', 'compromised']"
15.134.232.161,27017,"Amazon.com, Inc.",,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-10060', 'CVE-2025-10061', 'CVE-2025-15467', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",AU,"['database', 'cloud']"
47.91.104.98,27017,Alibaba Cloud - AE(Dubai),,"['CVE-2025-13644', 'CVE-2025-6712', 'CVE-2025-13643', 'CVE-2022-0778', 'CVE-2025-6714', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2025-10060', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-11979', 'CVE-2026-25609', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2025-14345', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2026-1850', 'CVE-2009-3767', 'CVE-2014-8180', 'CVE-2025-12893', 'CVE-2025-13507']",AE,"['database', 'cloud']"
51.178.78.241,81,OVH SAS,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",FR,['database']
4.182.234.65,27017,Microsoft Corporation,,[],DE,"['cloud', 'database']"
185.242.105.225,27017,SIA VEESP,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",LV,['database']
20.9.142.128,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
31.186.86.47,27017,ECO-ATMAN-PL,,"['CVE-2014-8180', 'CVE-2025-12657']",PL,"['database', 'eol-product']"
40.82.211.197,27017,Microsoft Corporation,,[],AU,"['cloud', 'database']"
162.209.233.8,27017,CloudRadium L.L.C,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",US,['database']
20.86.1.46,27017,Microsoft Corporation,,[],NL,"['cloud', 'database']"
165.22.83.8,27017,"DigitalOcean, LLC",,"['CVE-2014-8180', 'CVE-2025-12657', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2025-10059', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",DE,"['database', 'eol-product', 'cloud']"
34.173.39.52,27017,Google LLC,,[],US,"['cloud', 'database']"
161.35.183.77,27017,"DigitalOcean, LLC",,[],US,"['cloud', 'database']"
20.109.1.145,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
